school_id,school_name,year,province,batch,subject,major_group,major,score,rank,plan
1166,北京培黎职业学院,2025,重庆,专科批,历史类,,,418,41336,
1223,天津市职业大学,2025,重庆,专科批,历史类,,,469,22503,
1228,天津现代职业技术学院,2025,重庆,专科批,历史类,,,398,35576,
1229,天津轻工职业技术学院,2025,重庆,专科批,历史类,,,420,40752,
1234,天津交通职业学院,2025,重庆,专科批,历史类,,,416,41973,
1237,天津石油职业技术学院,2025,重庆,专科批,历史类,,,381,48709,
1238,天津国土资源和房屋职业学院,2025,重庆,专科批,历史类,,,383,40440,
1248,天津城市建设管理职业技术学院,2025,重庆,专科批,历史类,,,374,49804,
1249,天津海运职业学院,2025,重庆,专科批,历史类,,,440,34669,
1253,天津城市职业学院,2025,重庆,专科批,历史类,,,462,20074,
1272,天津铁道职业技术学院,2025,重庆,专科批,历史类,,,432,32576,
1274,天津生物工程职业技术学院,2025,重庆,专科批,历史类,,,369,18730,
1323,邯郸职业技术学院,2025,重庆,专科批,历史类,,,412,43150,
1324,石家庄铁路职业技术学院,2025,重庆,专科批,历史类,,,469,21660,
1326,河北建材职业技术学院,2025,重庆,专科批,历史类,,,356,57321,
1328,河北软件职业技术学院,2025,重庆,专科批,历史类,,,360,57575,
1329,秦皇岛职业技术学院,2025,重庆,专科批,历史类,,,351,46382,
1330,唐山职业技术学院,2025,重庆,专科批,历史类,,,403,31993,
1332,河北旅游职业学院,2025,重庆,专科批,历史类,,,367,50372,
1334,河北化工医药职业技术学院,2025,重庆,专科批,历史类,,,340,47272,
1337,石家庄邮电职业技术学院,2025,重庆,专科批,历史类,,,497,17973,
1341,河北能源职业技术学院,2025,重庆,专科批,历史类,,,357,58373,
1347,河北对外经贸职业学院,2025,重庆,专科批,历史类,,,343,41973,
1349,石家庄工商职业学院,2025,重庆,专科批,历史类,,,235,66347,
1350,河北交通职业技术学院,2025,重庆,专科批,历史类,,,377,53097,
1352,邢台医学院,2025,重庆,专科批,历史类,,,428,28184,
1377,石家庄科技信息职业学院,2025,重庆,专科批,历史类,,,180,45237,
1383,石家庄医学高等专科学校,2025,重庆,专科批,历史类,,,180,41037,
1384,河北司法警官职业学院,2025,重庆,专科批,历史类,,,434,32868,
1392,石家庄人民医学高等专科学校,2025,重庆,专科批,历史类,,,364,41973,
1440,临汾职业技术学院,2025,重庆,专科批,历史类,,,404,45237,
1454,运城护理职业学院,2025,重庆,专科批,历史类,,,405,24430,
1455,运城幼儿师范高等专科学校,2025,重庆,专科批,历史类,,,336,49804,
1464,太原幼儿师范高等专科学校,2025,重庆,专科批,历史类,,,348,60477,
